,user,timestamp,size,reverted,reversion,article,language,total_edits,article_edits
287,Ibrahim.ID,2016-10-05 15:11:50,13969,0,0,Palestinian_cuisine,ar,40154,1
288,عماد الدين المقدسي,2016-02-06 22:55:50,13969,0,0,Palestinian_cuisine,ar,19838,5
289,37.8.116.79,2016-01-31 11:21:47,13979,0,0,Palestinian_cuisine,ar,0,1
290,JarBot,2016-01-13 17:58:49,13969,0,0,Palestinian_cuisine,ar,17592533,20
291,94.159.166.219,2015-12-18 14:19:34,13871,0,0,Palestinian_cuisine,ar,0,1
292,فراس العوضات,2015-12-07 12:09:13,13871,0,0,Palestinian_cuisine,ar,6457,5
293,SHBot,2015-11-29 06:29:35,13807,0,0,Palestinian_cuisine,ar,1140659,1
294,فراس العوضات,2015-11-27 14:05:48,13785,0,0,Palestinian_cuisine,ar,6457,5
295,الأنصاري,2015-11-27 14:01:09,13810,0,0,Palestinian_cuisine,ar,3195,3
296,الأنصاري,2015-11-27 10:10:27,13787,0,0,Palestinian_cuisine,ar,3195,3
297,الأنصاري,2015-11-26 14:52:23,13810,0,0,Palestinian_cuisine,ar,3195,3
298,فراس العوضات,2015-11-26 12:23:56,13807,0,0,Palestinian_cuisine,ar,6457,5
299,فراس العوضات,2015-11-26 12:15:01,13763,0,0,Palestinian_cuisine,ar,6457,5
300,فراس العوضات,2015-11-26 08:10:19,13770,0,0,Palestinian_cuisine,ar,6457,5
301,Eman Al-Amassi,2015-11-08 11:54:16,13746,0,0,Palestinian_cuisine,ar,55,5
302,Eman Al-Amassi,2015-11-08 11:50:26,13686,0,0,Palestinian_cuisine,ar,55,5
303,Eman Al-Amassi,2015-11-08 11:46:57,13689,0,0,Palestinian_cuisine,ar,55,5
304,Eman Al-Amassi,2015-11-08 11:38:26,13551,0,0,Palestinian_cuisine,ar,55,5
305,Eman Al-Amassi,2015-11-08 11:23:01,12169,0,0,Palestinian_cuisine,ar,55,5
306,MaraBot,2015-09-18 20:13:40,11151,0,0,Palestinian_cuisine,ar,990970,4
307,MaraBot,2015-08-04 17:13:35,11127,0,0,Palestinian_cuisine,ar,990970,4
308,ElphiBot,2015-07-27 23:53:26,11136,0,0,Palestinian_cuisine,ar,606816,4
309,Uwe a,2015-03-24 08:07:58,11106,0,0,Palestinian_cuisine,ar,14561,2
310,Uwe a,2015-03-24 08:04:56,11097,0,0,Palestinian_cuisine,ar,14561,2
311,Diana AlSadi,2015-03-22 14:50:27,11031,0,0,Palestinian_cuisine,ar,61,1
312,ZkBot,2015-03-19 18:01:58,11097,0,0,Palestinian_cuisine,ar,2140655,4
313,MaraBot,2015-03-18 00:26:23,11050,0,0,Palestinian_cuisine,ar,990970,4
314,عماد الدين المقدسي,2015-02-03 14:45:13,10939,0,0,Palestinian_cuisine,ar,19838,5
315,عماد الدين المقدسي,2015-02-03 14:43:50,11483,0,0,Palestinian_cuisine,ar,19838,5
316,عماد الدين المقدسي,2015-02-03 14:43:18,11482,0,0,Palestinian_cuisine,ar,19838,5
317,عماد الدين المقدسي,2015-02-03 14:42:24,11481,0,0,Palestinian_cuisine,ar,19838,5
318,Jobas,2015-01-03 19:24:03,11415,0,0,Palestinian_cuisine,ar,88721,1
319,62.61.128.165,2015-01-03 17:13:19,11465,0,0,Palestinian_cuisine,ar,0,1
320,حساب ملغى 123321,2014-12-21 19:16:38,11415,0,0,Palestinian_cuisine,ar,202246,1
321,Anas E Essa,2014-12-21 10:39:14,11501,0,0,Palestinian_cuisine,ar,273,1
322,PalestinianFood,2014-11-14 01:26:13,11379,0,0,Palestinian_cuisine,ar,5,3
323,PalestinianFood,2014-11-14 01:25:02,11383,0,0,Palestinian_cuisine,ar,5,3
324,PalestinianFood,2014-11-14 01:18:51,11379,0,0,Palestinian_cuisine,ar,5,3
325,ZkBot,2014-11-02 21:15:21,11238,0,0,Palestinian_cuisine,ar,2140655,4
326,ElphiBot,2014-06-30 01:03:32,11275,0,0,Palestinian_cuisine,ar,606816,4
327,ZkBot,2014-02-11 13:53:37,11190,0,0,Palestinian_cuisine,ar,2140655,4
328,Zaher.Kadour,2013-12-24 08:43:14,11155,0,0,Palestinian_cuisine,ar,46635,1
329,176.67.124.187,2013-10-11 20:30:34,11055,0,0,Palestinian_cuisine,ar,0,1
330,ZkBot,2013-09-10 18:30:16,11141,0,0,Palestinian_cuisine,ar,2140655,4
331,Steinsplitter,2013-03-30 14:58:07,11152,0,0,Palestinian_cuisine,ar,264,1
332,Addbot,2013-03-22 15:38:00,11153,0,0,Palestinian_cuisine,ar,176159,2
333,Addbot,2013-03-11 13:56:27,11179,0,0,Palestinian_cuisine,ar,176159,2
334,JackieBot,2013-01-27 10:12:17,11350,0,0,Palestinian_cuisine,ar,10639,1
335,EmausBot,2012-10-18 19:55:03,11325,0,0,Palestinian_cuisine,ar,379090,1
336,ElphiBot,2012-09-16 10:46:41,11289,0,0,Palestinian_cuisine,ar,606816,4
337,Minsbot,2012-08-04 15:14:40,11163,0,0,Palestinian_cuisine,ar,1501,1
338,Meno25,2012-07-29 11:24:51,11136,0,0,Palestinian_cuisine,ar,259277,4
339,68.224.134.36,2012-07-21 17:02:29,10716,0,0,Palestinian_cuisine,ar,0,1
340,MenoBot,2012-07-06 12:38:23,10753,0,0,Palestinian_cuisine,ar,2575274,11
341,ElphiBot,2012-06-29 04:06:28,10754,0,0,Palestinian_cuisine,ar,606816,4
342,46.43.118.65,2012-06-03 22:20:51,10754,0,0,Palestinian_cuisine,ar,0,2
343,46.43.118.65,2012-06-03 22:16:44,10722,0,0,Palestinian_cuisine,ar,0,2
344,MystBot,2011-09-03 11:51:19,10676,0,0,Palestinian_cuisine,ar,17216,1
345,MenoBot,2011-08-07 21:03:15,10647,0,0,Palestinian_cuisine,ar,2575274,11
346,88.213.104.176,2011-07-08 03:25:45,10626,0,0,Palestinian_cuisine,ar,0,2
347,88.213.104.176,2011-07-07 23:05:19,10600,0,0,Palestinian_cuisine,ar,0,2
348,CipherBot,2010-12-15 12:15:58,10603,0,0,Palestinian_cuisine,ar,916418,7
349,عمرو بن كلثوم,2010-12-05 04:37:08,10590,0,0,Palestinian_cuisine,ar,49106,3
350,عمرو بن كلثوم,2010-12-05 04:30:12,10491,0,0,Palestinian_cuisine,ar,49106,3
351,عمرو بن كلثوم,2010-12-05 04:29:17,10468,0,0,Palestinian_cuisine,ar,49106,3
352,أبو حمزة,2010-11-07 13:15:11,10479,0,0,Palestinian_cuisine,ar,58486,1
353,CipherBot,2010-10-29 17:11:55,10465,0,0,Palestinian_cuisine,ar,916418,7
354,SassoBot,2010-09-30 17:18:39,10464,0,0,Palestinian_cuisine,ar,6798,1
355,Ali1,2010-09-28 17:49:56,10438,0,0,Palestinian_cuisine,ar,56378,1
356,193.227.170.10,2010-09-28 08:33:10,10799,0,0,Palestinian_cuisine,ar,0,1
357,Hala.cha,2010-09-24 12:38:12,10794,0,0,Palestinian_cuisine,ar,151,4
358,Hala.cha,2010-09-23 09:03:38,10787,0,0,Palestinian_cuisine,ar,151,4
359,Hala.cha,2010-09-23 09:00:25,10609,0,0,Palestinian_cuisine,ar,151,4
360,Hala.cha,2010-09-23 08:55:27,10787,0,0,Palestinian_cuisine,ar,151,4
361,D'ohBot,2010-08-31 15:57:43,10609,0,0,Palestinian_cuisine,ar,7072,1
362,85.159.160.200,2010-08-20 07:25:22,10583,0,0,Palestinian_cuisine,ar,0,1
363,Helmoony,2010-04-08 05:27:29,10438,0,0,Palestinian_cuisine,ar,73916,1
364,Trabelsiismail,2010-02-20 12:08:55,10412,0,0,Palestinian_cuisine,ar,26326,1
365,CipherBot,2010-01-23 07:15:18,10387,0,0,Palestinian_cuisine,ar,916418,7
366,MenoBot,2009-12-11 23:09:27,10459,0,0,Palestinian_cuisine,ar,2575274,11
367,Alexbot,2009-12-05 06:12:13,10449,0,0,Palestinian_cuisine,ar,30288,1
368,CipherBot,2009-12-05 03:04:21,10419,0,0,Palestinian_cuisine,ar,916418,7
369,CipherBot,2009-07-20 10:41:41,10384,0,0,Palestinian_cuisine,ar,916418,7
370,CipherBot,2009-07-15 10:49:59,10384,0,0,Palestinian_cuisine,ar,916418,7
371,CipherBot,2009-07-01 19:09:55,10384,0,0,Palestinian_cuisine,ar,916418,7
372,MenoBot,2009-06-23 20:21:31,10413,0,0,Palestinian_cuisine,ar,2575274,11
373,77.245.15.204,2008-11-17 00:06:03,10422,0,0,Palestinian_cuisine,ar,0,1
374,213.6.245.86,2008-11-16 16:38:24,10442,0,0,Palestinian_cuisine,ar,0,1
375,Freedom's Falcon,2008-10-31 15:30:39,10422,0,0,Palestinian_cuisine,ar,22474,35
376,Freedom's Falcon,2008-10-29 18:03:11,10245,0,0,Palestinian_cuisine,ar,22474,35
377,Freedom's Falcon,2008-10-01 11:24:26,10241,0,0,Palestinian_cuisine,ar,22474,35
378,Freedom's Falcon,2008-10-01 11:04:43,10201,0,0,Palestinian_cuisine,ar,22474,35
379,Freedom's Falcon,2008-10-01 10:53:37,10183,0,0,Palestinian_cuisine,ar,22474,35
380,Freedom's Falcon,2008-10-01 10:26:57,10167,0,0,Palestinian_cuisine,ar,22474,35
381,Freedom's Falcon,2008-10-01 10:18:09,10165,0,0,Palestinian_cuisine,ar,22474,35
382,Freedom's Falcon,2008-10-01 10:17:16,10154,0,0,Palestinian_cuisine,ar,22474,35
383,Freedom's Falcon,2008-10-01 10:12:18,10156,0,0,Palestinian_cuisine,ar,22474,35
384,Freedom's Falcon,2008-10-01 10:00:42,10142,0,0,Palestinian_cuisine,ar,22474,35
385,Freedom's Falcon,2008-10-01 09:59:01,10152,0,0,Palestinian_cuisine,ar,22474,35
386,Freedom's Falcon,2008-10-01 09:51:37,10158,0,0,Palestinian_cuisine,ar,22474,35
387,Freedom's Falcon,2008-10-01 09:48:43,10181,0,0,Palestinian_cuisine,ar,22474,35
388,Freedom's Falcon,2008-10-01 09:47:04,10141,0,0,Palestinian_cuisine,ar,22474,35
389,Freedom's Falcon,2008-10-01 09:35:00,10157,0,0,Palestinian_cuisine,ar,22474,35
390,Freedom's Falcon,2008-10-01 09:27:54,10089,0,0,Palestinian_cuisine,ar,22474,35
391,Freedom's Falcon,2008-09-26 11:17:57,10076,0,0,Palestinian_cuisine,ar,22474,35
392,Freedom's Falcon,2008-09-26 11:08:39,10058,0,0,Palestinian_cuisine,ar,22474,35
393,Freedom's Falcon,2008-09-25 23:41:21,10048,0,0,Palestinian_cuisine,ar,22474,35
394,Freedom's Falcon,2008-09-25 23:40:27,10041,0,0,Palestinian_cuisine,ar,22474,35
395,Freedom's Falcon,2008-09-25 23:37:55,10043,0,0,Palestinian_cuisine,ar,22474,35
396,Freedom's Falcon,2008-09-25 23:25:08,10024,0,0,Palestinian_cuisine,ar,22474,35
397,Freedom's Falcon,2008-09-25 23:21:00,9890,0,0,Palestinian_cuisine,ar,22474,35
398,Freedom's Falcon,2008-09-25 22:49:09,9839,0,0,Palestinian_cuisine,ar,22474,35
399,Freedom's Falcon,2008-09-25 22:38:14,9777,0,0,Palestinian_cuisine,ar,22474,35
400,Freedom's Falcon,2008-09-25 22:36:19,9704,0,0,Palestinian_cuisine,ar,22474,35
401,Freedom's Falcon,2008-09-25 22:22:23,9706,0,0,Palestinian_cuisine,ar,22474,35
402,Freedom's Falcon,2008-09-25 22:21:00,9703,0,0,Palestinian_cuisine,ar,22474,35
403,80.90.171.20,2008-09-25 19:45:06,9778,0,0,Palestinian_cuisine,ar,0,2
404,80.90.171.20,2008-09-25 19:44:47,9774,0,0,Palestinian_cuisine,ar,0,2
405,80.90.175.83,2008-09-25 18:58:39,9772,0,0,Palestinian_cuisine,ar,0,3
406,80.90.175.83,2008-09-25 18:57:23,9771,0,0,Palestinian_cuisine,ar,0,3
407,80.90.175.83,2008-09-25 18:55:01,9715,0,0,Palestinian_cuisine,ar,0,3
408,AkhtaBot,2008-09-25 16:32:25,9060,0,0,Palestinian_cuisine,ar,66754,3
409,Freedom's Falcon,2008-09-25 15:32:55,9060,0,0,Palestinian_cuisine,ar,22474,35
410,Freedom's Falcon,2008-09-25 15:26:11,9051,0,0,Palestinian_cuisine,ar,22474,35
411,Freedom's Falcon,2008-09-25 15:25:10,9017,0,0,Palestinian_cuisine,ar,22474,35
412,Freedom's Falcon,2008-09-25 15:24:16,9007,0,0,Palestinian_cuisine,ar,22474,35
413,Freedom's Falcon,2008-09-25 15:21:22,9004,0,0,Palestinian_cuisine,ar,22474,35
414,Freedom's Falcon,2008-09-25 15:13:34,8909,0,0,Palestinian_cuisine,ar,22474,35
415,AkhtaBot,2008-09-25 04:31:24,7223,0,0,Palestinian_cuisine,ar,66754,3
416,Abanima,2008-09-24 21:00:17,7223,0,0,Palestinian_cuisine,ar,27773,1
417,AkhtaBot,2008-09-24 19:29:37,7056,0,0,Palestinian_cuisine,ar,66754,3
418,Freedom's Falcon,2008-09-24 19:13:44,6996,0,0,Palestinian_cuisine,ar,22474,35
419,80.90.161.11,2008-09-24 19:12:22,7002,0,0,Palestinian_cuisine,ar,0,1
420,Kimo200,2024-05-29 15:36:36,27276,0,0,Samih_al-Qasim,ar,6655,3
421,بداح,2024-02-23 14:47:07,27207,0,0,Samih_al-Qasim,ar,12281,2
422,بداح,2024-02-23 14:36:11,27056,0,1,Samih_al-Qasim,ar,12281,2
423,Princessongly,2024-02-23 14:32:33,27079,1,0,Samih_al-Qasim,ar,3,2
424,Princessongly,2024-02-23 14:27:11,27079,1,0,Samih_al-Qasim,ar,3,2
425,Mr.Ibrahembot,2023-12-09 13:07:01,27056,0,0,Samih_al-Qasim,ar,10645699,8
426,Rami alrifai,2023-12-09 13:04:46,26967,0,0,Samih_al-Qasim,ar,9547,1
427,Mr.Ibrahembot,2023-10-19 19:47:48,26981,0,0,Samih_al-Qasim,ar,10645699,8
428,MenoBot,2023-10-19 17:38:56,26806,0,0,Samih_al-Qasim,ar,2575274,10
429,Kimo200,2023-10-10 17:13:40,26808,0,0,Samih_al-Qasim,ar,6655,3
430,Kimo200,2023-10-10 17:07:26,26564,0,0,Samih_al-Qasim,ar,6655,3
431,Makbula Nassar,2023-09-14 19:01:33,26479,0,0,Samih_al-Qasim,ar,2376,1
432,Ksaa Fer,2023-05-08 14:09:53,26479,0,1,Samih_al-Qasim,ar,7250,2
433,2A00:A041:37DA:9F00:B02E:C2A3:A54C:F7CD,2023-05-08 13:27:16,26495,1,0,Samih_al-Qasim,ar,0,1
434,Ksaa Fer,2023-05-06 16:36:31,26479,0,0,Samih_al-Qasim,ar,7250,2
435,علاء,2023-02-25 15:29:36,26355,0,1,Samih_al-Qasim,ar,215608,2
436,2A02:8108:50C0:6C8:D9A1:6923:F69D:D109,2023-02-25 15:13:26,26432,1,0,Samih_al-Qasim,ar,0,1
437,MenoBot,2022-12-21 00:32:34,26355,0,0,Samih_al-Qasim,ar,2575274,10
438,JarBot,2022-11-02 19:43:37,26307,0,0,Samih_al-Qasim,ar,17592533,26
439,Ali jaradat10,2022-07-16 12:02:39,26230,0,0,Samih_al-Qasim,ar,19,1
440,Mr.Karhi,2022-04-03 21:32:09,26228,0,0,Samih_al-Qasim,ar,34630,4
441,Mohammad Aburous,2022-03-22 11:48:49,26228,0,1,Samih_al-Qasim,ar,6380,1
442,1Ahmedsamih,2022-03-22 02:03:07,26156,1,0,Samih_al-Qasim,ar,25,1
443,صالح,2022-03-07 08:14:17,26228,0,0,Samih_al-Qasim,ar,134216,12
444,Mr.Karhi,2021-10-20 19:34:50,26191,0,0,Samih_al-Qasim,ar,34630,4
445,Mr.Karhi,2021-10-20 19:34:25,26191,0,0,Samih_al-Qasim,ar,34630,4
446,JarBot,2021-05-29 15:29:39,26097,0,0,Samih_al-Qasim,ar,17592533,26
447,MenoBot,2021-04-25 16:34:21,26095,0,0,Samih_al-Qasim,ar,2575274,10
448,Ajwaan,2021-04-07 19:49:12,26091,0,1,Samih_al-Qasim,ar,149572,2
449,197.207.138.201,2021-04-07 19:05:26,26105,1,0,Samih_al-Qasim,ar,0,1
450,JarBot,2021-03-22 08:48:27,26091,0,0,Samih_al-Qasim,ar,17592533,26
451,Mr.Ibrahembot,2021-03-22 08:47:39,26033,0,0,Samih_al-Qasim,ar,10645699,8
452,Mr.Ibrahembot,2021-03-22 08:47:36,25756,0,0,Samih_al-Qasim,ar,10645699,8
453,Awartania,2021-03-22 08:45:44,25590,0,0,Samih_al-Qasim,ar,5793,1
454,أمين,2021-01-22 09:38:56,25187,0,0,Samih_al-Qasim,ar,36701,1
455,188.161.72.199,2020-12-02 15:29:56,25183,0,0,Samih_al-Qasim,ar,0,1
456,MenoBot,2020-11-22 22:46:50,25227,0,0,Samih_al-Qasim,ar,2575274,10
457,MenoBot,2020-11-22 20:26:40,25268,0,0,Samih_al-Qasim,ar,2575274,10
458,MenoBot,2020-11-22 17:48:27,25241,0,0,Samih_al-Qasim,ar,2575274,10
459,Nehaoua,2020-11-14 07:31:18,25271,0,0,Samih_al-Qasim,ar,93083,1
460,علاء,2020-10-21 13:39:05,25317,0,1,Samih_al-Qasim,ar,215608,2
461,41.251.143.228,2020-10-21 12:50:20,25235,1,0,Samih_al-Qasim,ar,0,1
462,Mr.Karhi,2020-10-03 21:00:46,25317,0,0,Samih_al-Qasim,ar,34630,4
463,158.140.102.156,2020-08-23 17:03:50,25217,0,0,Samih_al-Qasim,ar,0,1
464,Mr.Ibrahembot,2020-08-23 11:44:30,25248,0,0,Samih_al-Qasim,ar,10645699,8
465,مصعب العبود,2020-08-16 21:09:51,25222,0,0,Samih_al-Qasim,ar,42976,1
466,37.76.219.97,2020-08-16 20:46:04,25243,0,0,Samih_al-Qasim,ar,0,1
467,JarBot,2020-07-31 18:29:38,25222,0,0,Samih_al-Qasim,ar,17592533,26
468,Mohanad,2020-07-06 20:15:51,25177,0,0,Samih_al-Qasim,ar,24415,2
469,85.64.1.67,2020-07-06 19:56:41,25177,0,0,Samih_al-Qasim,ar,0,1
470,ASammourBot,2020-06-14 12:05:05,25177,0,0,Samih_al-Qasim,ar,665686,1
471,Cyclone605,2020-06-11 11:20:05,25116,0,0,Samih_al-Qasim,ar,78422,1
472,203.10.91.88,2020-06-10 18:59:41,27000,0,0,Samih_al-Qasim,ar,0,3
473,203.10.91.88,2020-06-10 18:52:43,25176,0,0,Samih_al-Qasim,ar,0,3
474,203.10.91.88,2020-06-10 18:51:51,25176,0,0,Samih_al-Qasim,ar,0,3
475,JarBot,2020-05-27 05:32:30,25116,0,0,Samih_al-Qasim,ar,17592533,26
476,JarBot,2020-05-06 01:31:27,25103,0,0,Samih_al-Qasim,ar,17592533,26
477,JarBot,2020-04-26 13:51:11,25119,0,0,Samih_al-Qasim,ar,17592533,26
478,Ajwaan,2020-03-04 19:26:43,25125,0,0,Samih_al-Qasim,ar,149572,2
479,78.82.183.30,2020-03-04 19:25:09,25126,0,0,Samih_al-Qasim,ar,0,1
480,Glory20,2020-02-19 21:02:24,25125,0,0,Samih_al-Qasim,ar,35444,1
481,79.179.134.203,2020-02-19 17:31:50,25125,0,0,Samih_al-Qasim,ar,0,1
482,Irfan Shahid,2020-02-17 20:52:19,25125,0,0,Samih_al-Qasim,ar,3526,7
483,Irfan Shahid,2020-02-17 20:51:35,25120,0,0,Samih_al-Qasim,ar,3526,7
484,Irfan Shahid,2020-02-17 20:50:22,25116,0,0,Samih_al-Qasim,ar,3526,7
485,Irfan Shahid,2020-02-17 20:48:21,25019,0,0,Samih_al-Qasim,ar,3526,7
486,Mohanad,2020-01-31 15:51:05,24982,0,0,Samih_al-Qasim,ar,24415,2
487,77.127.6.179,2020-01-27 17:55:00,24987,0,0,Samih_al-Qasim,ar,0,1
488,JarBot,2019-12-10 05:10:36,24976,0,0,Samih_al-Qasim,ar,17592533,26
489,Mr.Ibrahembot,2019-12-08 07:44:54,25022,0,0,Samih_al-Qasim,ar,10645699,8
490,Jobas1,2019-11-11 22:47:52,24073,0,0,Samih_al-Qasim,ar,74798,7
491,109.73.246.144,2019-11-11 18:02:34,24152,0,0,Samih_al-Qasim,ar,0,1
492,Jobas1,2019-06-28 11:16:32,24073,0,0,Samih_al-Qasim,ar,74798,7
493,Jobas1,2019-04-24 14:00:45,24030,0,0,Samih_al-Qasim,ar,74798,7
494,Jobas1,2019-04-24 13:59:22,23765,0,0,Samih_al-Qasim,ar,74798,7
495,صالح,2019-03-26 06:38:21,23766,0,0,Samih_al-Qasim,ar,134216,12
496,94.73.17.158,2019-03-25 15:01:03,23774,0,0,Samih_al-Qasim,ar,0,2
497,94.73.17.158,2019-03-25 15:00:02,23836,0,0,Samih_al-Qasim,ar,0,2
498,صالح,2019-02-25 18:08:37,23766,0,0,Samih_al-Qasim,ar,134216,12
499,37.77.49.80,2019-02-25 12:31:38,23764,0,0,Samih_al-Qasim,ar,0,1
500,JarBot,2019-02-09 23:21:58,23766,0,0,Samih_al-Qasim,ar,17592533,26
501,صالح,2018-12-04 15:15:07,23801,0,0,Samih_al-Qasim,ar,134216,12
502,82.102.195.252,2018-12-04 14:48:21,23787,0,0,Samih_al-Qasim,ar,0,2
503,82.102.195.252,2018-12-04 14:46:33,23796,0,0,Samih_al-Qasim,ar,0,2
504,صالح,2018-11-12 19:11:33,23801,0,0,Samih_al-Qasim,ar,134216,12
505,37.76.216.41,2018-11-12 17:19:49,23760,0,0,Samih_al-Qasim,ar,0,1
506,JarBot,2018-10-19 20:43:11,23801,0,0,Samih_al-Qasim,ar,17592533,26
507,صالح,2018-10-19 16:37:56,23810,0,0,Samih_al-Qasim,ar,134216,12
508,46.43.115.159,2018-10-19 15:08:17,23847,0,0,Samih_al-Qasim,ar,0,1
509,صالح,2018-10-17 10:41:31,23810,0,0,Samih_al-Qasim,ar,134216,12
510,62.90.193.29,2018-10-17 06:39:18,26080,0,0,Samih_al-Qasim,ar,0,3
511,صالح,2018-10-15 12:22:35,23810,0,0,Samih_al-Qasim,ar,134216,12
512,62.90.193.29,2018-10-15 08:12:19,26084,0,0,Samih_al-Qasim,ar,0,3
513,62.90.193.29,2018-10-15 08:09:57,26082,0,0,Samih_al-Qasim,ar,0,3
514,JarBot,2018-09-23 11:01:50,23810,0,0,Samih_al-Qasim,ar,17592533,26
515,Mo osama,2018-09-18 20:20:00,23790,0,0,Samih_al-Qasim,ar,1118,2
516,Mo osama,2018-09-18 20:14:43,22710,0,0,Samih_al-Qasim,ar,1118,2
517,37.8.104.78,2018-09-18 16:15:42,22598,0,0,Samih_al-Qasim,ar,0,1
518,JarBot,2018-08-29 02:14:40,22710,0,0,Samih_al-Qasim,ar,17592533,26
519,Jobas1,2018-06-03 21:45:30,22670,0,0,Samih_al-Qasim,ar,74798,7
520,2A02:908:EB63:2600:A4EF:5EE5:9326:FE42,2018-05-27 15:03:50,22684,0,0,Samih_al-Qasim,ar,0,2
521,2A02:908:EB63:2600:A4EF:5EE5:9326:FE42,2018-05-27 15:02:36,22698,0,0,Samih_al-Qasim,ar,0,2
522,Jobas1,2018-03-26 13:45:32,22670,0,0,Samih_al-Qasim,ar,74798,7
523,5.133.24.109,2018-03-18 07:37:48,22673,0,0,Samih_al-Qasim,ar,0,1
524,5.133.24.28,2018-03-17 14:54:01,22642,0,0,Samih_al-Qasim,ar,0,2
525,5.133.24.28,2018-03-17 14:48:43,22647,0,0,Samih_al-Qasim,ar,0,2
526,Jobas1,2018-03-16 01:02:53,22670,0,0,Samih_al-Qasim,ar,74798,7
527,82.213.15.102,2018-03-12 13:25:06,23527,0,0,Samih_al-Qasim,ar,0,1
528,سائغ,2018-02-20 18:07:10,22670,0,0,Samih_al-Qasim,ar,75813,1
529,5.28.182.148,2018-02-20 17:59:29,22697,0,0,Samih_al-Qasim,ar,0,1
530,85.64.235.114,2018-02-19 20:43:07,22670,0,0,Samih_al-Qasim,ar,0,3
531,Mr.Ibrahembot,2017-12-29 16:20:34,22664,0,0,Samih_al-Qasim,ar,10645699,8
532,Abdullkarim mohammed,2017-12-01 04:02:57,22609,0,0,Samih_al-Qasim,ar,207,1
533,JarBot,2017-11-01 06:12:47,22627,0,0,Samih_al-Qasim,ar,17592533,26
534,JarBot,2017-10-22 10:23:41,22667,0,0,Samih_al-Qasim,ar,17592533,26
535,ZkBot,2017-10-21 15:22:01,22714,0,0,Samih_al-Qasim,ar,2140655,7
536,Mr.Ibrahembot,2017-10-15 14:35:42,22723,0,0,Samih_al-Qasim,ar,10645699,8
537,Abdulrahman Haddad,2017-10-13 14:23:41,22658,0,0,Samih_al-Qasim,ar,3748,1
538,JarBot,2017-07-19 19:50:36,22628,0,0,Samih_al-Qasim,ar,17592533,26
539,JarBot,2017-06-28 23:38:32,22529,0,0,Samih_al-Qasim,ar,17592533,26
540,JarBot,2017-06-24 09:27:41,22514,0,0,Samih_al-Qasim,ar,17592533,26
541,Mohammad hajeer,2017-05-17 21:07:56,22455,0,0,Samih_al-Qasim,ar,19373,11
542,85.64.235.114,2017-05-17 18:22:24,22461,0,0,Samih_al-Qasim,ar,0,3
543,Mohammad hajeer,2017-03-24 11:22:28,22455,0,0,Samih_al-Qasim,ar,19373,11
544,212.34.11.139,2017-03-24 10:50:48,23420,0,0,Samih_al-Qasim,ar,0,2
545,212.34.11.139,2017-03-24 10:42:05,23425,0,0,Samih_al-Qasim,ar,0,2
546,باسم,2017-02-10 09:20:14,22455,0,0,Samih_al-Qasim,ar,287510,3
547,Mohammad hajeer,2016-12-01 19:04:01,22417,0,0,Samih_al-Qasim,ar,19373,11
548,85.64.235.114,2016-12-01 16:38:42,22441,0,0,Samih_al-Qasim,ar,0,3
549,JarBot,2016-12-01 01:57:38,22417,0,0,Samih_al-Qasim,ar,17592533,26
550,Walid Ahmad,2016-10-06 12:24:28,22401,0,0,Samih_al-Qasim,ar,56,6
551,Walid Ahmad,2016-10-06 12:23:59,22400,0,0,Samih_al-Qasim,ar,56,6
552,Walid Ahmad,2016-10-06 12:23:19,22399,0,0,Samih_al-Qasim,ar,56,6
553,Walid Ahmad,2016-10-06 12:22:24,22314,0,0,Samih_al-Qasim,ar,56,6
554,Walid Ahmad,2016-10-06 12:17:02,21848,0,0,Samih_al-Qasim,ar,56,6
555,Walid Ahmad,2016-10-06 12:15:50,21836,0,0,Samih_al-Qasim,ar,56,6
556,Mohammad hajeer,2016-10-02 16:25:36,21509,0,0,Samih_al-Qasim,ar,19373,11
557,JarBot,2016-09-17 01:15:47,21511,0,0,Samih_al-Qasim,ar,17592533,26
558,JarBot,2016-06-30 22:05:13,21513,0,0,Samih_al-Qasim,ar,17592533,26
559,Mohammad hajeer,2016-06-03 09:38:01,21497,0,0,Samih_al-Qasim,ar,19373,11
560,188.161.86.58,2016-06-03 09:18:14,21614,0,0,Samih_al-Qasim,ar,0,1
561,JarBot,2016-04-22 00:23:30,21497,0,0,Samih_al-Qasim,ar,17592533,26
562,JarBot,2016-04-02 02:55:44,21466,0,0,Samih_al-Qasim,ar,17592533,26
563,JarBot,2016-03-26 21:34:42,21454,0,0,Samih_al-Qasim,ar,17592533,26
564,JarBot,2016-03-25 01:39:54,21445,0,0,Samih_al-Qasim,ar,17592533,26
565,JarBot,2016-02-12 21:06:25,21478,0,0,Samih_al-Qasim,ar,17592533,26
566,Mohammad hajeer,2016-02-12 19:00:43,21465,0,0,Samih_al-Qasim,ar,19373,11
567,94.249.94.39,2016-02-12 17:32:23,21465,0,0,Samih_al-Qasim,ar,0,1
568,5.102.96.7,2016-02-12 17:26:13,21465,0,0,Samih_al-Qasim,ar,0,2
569,5.102.96.7,2016-02-12 17:25:37,21467,0,0,Samih_al-Qasim,ar,0,2
570,JarBot,2016-01-31 22:21:44,21454,0,0,Samih_al-Qasim,ar,17592533,26
571,ZkBot,2016-01-28 13:20:04,21418,0,0,Samih_al-Qasim,ar,2140655,7
